transaction_narration,label
Payment of Rs 16656 at Cafe Coffee Day Ref:a2652548,food
Online purchase at Croma Rs 21070 Ref:7228eabf,shopping
Personal Loan EMI deducted Rs 38032 Ref:ba36d91e,emi
Online purchase at Myntra Rs 10283 Ref:727cb650,shopping
Investment in Fixed Deposit Rs 17416 Ref:d5bfb1d0,investment
Travel booking via SpiceJet amount Rs 39539 Ref:6c917a1c,travel
Car Loan EMI deducted Rs 24040 Ref:4fefaabe,emi
Education Loan EMI deducted Rs 42108 Ref:5f2c9d4f,emi
Online purchase at Reliance Trends Rs 21763 Ref:4a475a83,shopping
Payment of Rs 42967 at Swiggy Ref:8538eb5b,food
Online purchase at DMart Rs 883 Ref:eee5f232,shopping
Payment of Rs 3094 at Restaurant Ref:f27ae44b,food
Personal Loan EMI deducted Rs 31234 Ref:2f16e10a,emi
Car Loan EMI deducted Rs 6620 Ref:a9528cd7,emi
Online purchase at Reliance Trends Rs 19748 Ref:60e26b97,shopping
Online purchase at Amazon Rs 1752 Ref:61d80ccc,shopping
Online purchase at Myntra Rs 47928 Ref:a12e08c3,shopping
Investment in NPS Rs 19329 Ref:f993aa55,investment
Travel booking via Uber amount Rs 47216 Ref:42cdab64,travel
Payment of Rs 27980 at Restaurant Ref:44f6c388,food
Online purchase at Flipkart Rs 25154 Ref:6e4cfcfa,shopping
Investment in Fixed Deposit Rs 26343 Ref:0bc0db25,investment
Investment in Fixed Deposit Rs 5494 Ref:8fd02e45,investment
Travel booking via SpiceJet amount Rs 8549 Ref:9e974c5a,travel
Investment in NPS Rs 25446 Ref:34c89aaa,investment
Home Loan EMI deducted Rs 47151 Ref:6c934d21,emi
Travel booking via Ola amount Rs 24527 Ref:8c8c40ce,travel
Travel booking via IRCTC amount Rs 29497 Ref:309cb152,travel
Payment of Rs 19182 at McDonalds Ref:cc08780a,food
Car Loan EMI deducted Rs 2001 Ref:b66a6501,emi
Investment in NPS Rs 49995 Ref:863caadd,investment
Payment of Rs 17480 at Restaurant Ref:f6afbafa,food
Payment of Rs 48723 at Restaurant Ref:cf72c998,food
Personal Loan EMI deducted Rs 1464 Ref:51fdfae9,emi
Investment in Stocks Rs 25996 Ref:d26e19d8,investment
Online purchase at Reliance Trends Rs 41592 Ref:927f54b6,shopping
Home Loan EMI deducted Rs 37034 Ref:9c96105e,emi
Online purchase at Croma Rs 42697 Ref:ab499b89,shopping
Payment of Rs 32236 at Restaurant Ref:0236f7ed,food
Car Loan EMI deducted Rs 44544 Ref:07dacfd1,emi
Online purchase at Flipkart Rs 32183 Ref:0656aa5b,shopping
Car Loan EMI deducted Rs 2752 Ref:8cec0f1b,emi
Investment in PPF Rs 46052 Ref:5efc16e0,investment
Education Loan EMI deducted Rs 21810 Ref:a4933b5e,emi
Travel booking via IRCTC amount Rs 13596 Ref:fd02c3ed,travel
Travel booking via Ola amount Rs 33642 Ref:72edd3db,travel
Investment in PPF Rs 40062 Ref:da0686ec,investment
Payment of Rs 41127 at Restaurant Ref:23c4b36a,food
Payment of Rs 30531 at Restaurant Ref:15d78fc3,food
Online purchase at Croma Rs 27032 Ref:2db55be7,shopping
Travel booking via IndiGo amount Rs 19926 Ref:3f1fd942,travel
Payment of Rs 47244 at Cafe Coffee Day Ref:0e834d7b,food
Investment in PPF Rs 39810 Ref:a1cd1b9e,investment
Payment of Rs 28909 at Swiggy Ref:f4d3c84e,food
Payment of Rs 7697 at Swiggy Ref:72025251,food
Investment in PPF Rs 3304 Ref:f5269a45,investment
Online purchase at Myntra Rs 47861 Ref:a32ed6eb,shopping
Online purchase at Reliance Trends Rs 30563 Ref:7d5404d0,shopping
Payment of Rs 27586 at Dominos Ref:11c04d9b,food
Payment of Rs 10756 at Restaurant Ref:fb2a8ac6,food
Online purchase at Reliance Trends Rs 17635 Ref:d55e90d6,shopping
Online purchase at Flipkart Rs 6804 Ref:7115e0fc,shopping
Personal Loan EMI deducted Rs 32779 Ref:4ffbe434,emi
Online purchase at Reliance Trends Rs 3756 Ref:b0ebea59,shopping
Payment of Rs 7773 at Swiggy Ref:fb13536b,food
Travel booking via Metro amount Rs 986 Ref:0911115c,travel
Online purchase at Myntra Rs 29823 Ref:7860b281,shopping
Personal Loan EMI deducted Rs 37180 Ref:9ada3da9,emi
Home Loan EMI deducted Rs 43469 Ref:0140a06b,emi
Education Loan EMI deducted Rs 41832 Ref:2b965681,emi
Investment in NPS Rs 22097 Ref:00028cc0,investment
Payment of Rs 20828 at Dominos Ref:ca6ae31d,food
Travel booking via IndiGo amount Rs 18341 Ref:1b8990b8,travel
Investment in Mutual Fund Rs 45507 Ref:8ce0130c,investment
Travel booking via Metro amount Rs 9784 Ref:9565ed27,travel
Home Loan EMI deducted Rs 2997 Ref:639c5640,emi
Investment in PPF Rs 31693 Ref:50caa74e,investment
Investment in NPS Rs 5813 Ref:171507b8,investment
Investment in NPS Rs 40092 Ref:4a7bcf07,investment
Online purchase at Croma Rs 25348 Ref:035c5c36,shopping
Payment of Rs 37428 at Cafe Coffee Day Ref:6a9ff0ec,food
Travel booking via Uber amount Rs 7688 Ref:a90f1918,travel
Travel booking via Uber amount Rs 21278 Ref:dc63c28f,travel
Online purchase at Myntra Rs 20389 Ref:e9b8d9a6,shopping
Investment in SIP Rs 3364 Ref:0ad8b5c6,investment
Travel booking via Ola amount Rs 47016 Ref:8c09683d,travel
Travel booking via IndiGo amount Rs 1651 Ref:242c7482,travel
Online purchase at Myntra Rs 1426 Ref:0f8b258a,shopping
Travel booking via Ola amount Rs 17331 Ref:6c2606c6,travel
Payment of Rs 6400 at Cafe Coffee Day Ref:6c531fd7,food
Investment in Mutual Fund Rs 47589 Ref:dcda38ec,investment
Car Loan EMI deducted Rs 37115 Ref:c0944f8a,emi
Home Loan EMI deducted Rs 5119 Ref:296bd72a,emi
Travel booking via SpiceJet amount Rs 9834 Ref:d1d5ffeb,travel
Online purchase at Reliance Trends Rs 27925 Ref:a4c13d8d,shopping
Payment of Rs 12290 at Dominos Ref:6b844cc1,food
Payment of Rs 4347 at Dominos Ref:7df583b1,food
Investment in Mutual Fund Rs 33238 Ref:4da89dc9,investment
Home Loan EMI deducted Rs 6872 Ref:616a6e33,emi
Travel booking via IndiGo amount Rs 18588 Ref:4f3e1cfb,travel
Payment of Rs 42183 at McDonalds Ref:cf4d92cd,food
Online purchase at Myntra Rs 30769 Ref:38b8739f,shopping
Online purchase at Croma Rs 14605 Ref:0181520c,shopping
Online purchase at Myntra Rs 48411 Ref:e501836c,shopping
Investment in NPS Rs 12680 Ref:545c115b,investment
Payment of Rs 7445 at McDonalds Ref:a2b76570,food
Payment of Rs 46297 at Swiggy Ref:4ab909d1,food
Investment in PPF Rs 20914 Ref:e4c70e75,investment
Car Loan EMI deducted Rs 10869 Ref:85d430f6,emi
Investment in Stocks Rs 18221 Ref:6c3a3dd3,investment
Education Loan EMI deducted Rs 2997 Ref:e1d2e6db,emi
Investment in Fixed Deposit Rs 10250 Ref:4b8e65b8,investment
Payment of Rs 35091 at Dominos Ref:9baf5c8e,food
Online purchase at Amazon Rs 44906 Ref:2b8356a8,shopping
Travel booking via SpiceJet amount Rs 38040 Ref:5dcb885a,travel
Home Loan EMI deducted Rs 43231 Ref:2fe59f17,emi
Investment in PPF Rs 2770 Ref:113affc5,investment
Travel booking via IndiGo amount Rs 48740 Ref:acdf7cf1,travel
Investment in Stocks Rs 2767 Ref:a8dc88b3,investment
Online purchase at Myntra Rs 26772 Ref:0f193b11,shopping
Investment in SIP Rs 4223 Ref:0f1cda0f,investment
Online purchase at Flipkart Rs 18238 Ref:cc84de99,shopping
Investment in Fixed Deposit Rs 34188 Ref:ea8ef7be,investment
Online purchase at Amazon Rs 28405 Ref:817756fc,shopping
Investment in PPF Rs 36722 Ref:102bec72,investment
Online purchase at Reliance Trends Rs 34450 Ref:8d74cd00,shopping
Payment of Rs 48209 at Swiggy Ref:9af55bcb,food
Travel booking via IndiGo amount Rs 23390 Ref:7cec8819,travel
Home Loan EMI deducted Rs 44096 Ref:85c004a2,emi
Online purchase at DMart Rs 192 Ref:bf8cc031,shopping
Investment in PPF Rs 34931 Ref:ca90b5e9,investment
Personal Loan EMI deducted Rs 46032 Ref:59636c6b,emi
Investment in Mutual Fund Rs 44272 Ref:f1610dec,investment
Home Loan EMI deducted Rs 12934 Ref:cfd08cb9,emi
Payment of Rs 38915 at Cafe Coffee Day Ref:dfc75dc7,food
Car Loan EMI deducted Rs 43133 Ref:f72df929,emi
Payment of Rs 38641 at McDonalds Ref:e81ceb64,food
Travel booking via Ola amount Rs 36201 Ref:984171c3,travel
Online purchase at Flipkart Rs 44639 Ref:120a4795,shopping
Home Loan EMI deducted Rs 36261 Ref:763ed629,emi
Investment in SIP Rs 29989 Ref:e79c48cd,investment
Home Loan EMI deducted Rs 33566 Ref:9a6df590,emi
Online purchase at Myntra Rs 7464 Ref:73e30e7c,shopping
Home Loan EMI deducted Rs 39756 Ref:551c5047,emi
Car Loan EMI deducted Rs 13054 Ref:9df61b27,emi
Payment of Rs 3908 at Swiggy Ref:ea2adc15,food
Online purchase at Flipkart Rs 27506 Ref:3e61c4c7,shopping
Payment of Rs 8989 at Zomato Ref:76f97a82,food
Travel booking via IRCTC amount Rs 45300 Ref:a77697ae,travel
Payment of Rs 14016 at Zomato Ref:04d2e925,food
Investment in SIP Rs 21109 Ref:e5e26f1b,investment
Travel booking via IndiGo amount Rs 26848 Ref:a0b69500,travel
Personal Loan EMI deducted Rs 44121 Ref:eb87ae22,emi
Payment of Rs 49816 at Zomato Ref:d97a8b28,food
Payment of Rs 28306 at Dominos Ref:54556cf2,food
Investment in Fixed Deposit Rs 29239 Ref:77325383,investment
Travel booking via SpiceJet amount Rs 17206 Ref:0140a7c6,travel
Payment of Rs 27478 at Zomato Ref:ef48ac4f,food
Car Loan EMI deducted Rs 41416 Ref:93b84682,emi
Payment of Rs 41203 at Cafe Coffee Day Ref:349d367e,food
Travel booking via Uber amount Rs 36377 Ref:c7936227,travel
Payment of Rs 6361 at Zomato Ref:15cd0a22,food
Personal Loan EMI deducted Rs 19030 Ref:c99160fb,emi
Travel booking via Uber amount Rs 23764 Ref:092255f5,travel
Home Loan EMI deducted Rs 16232 Ref:87089fea,emi
Payment of Rs 10476 at McDonalds Ref:b761f85a,food
Payment of Rs 21243 at Restaurant Ref:7bb588dc,food
Travel booking via SpiceJet amount Rs 14330 Ref:4ec1cf1d,travel
Payment of Rs 2509 at Swiggy Ref:c90b43b0,food
Home Loan EMI deducted Rs 20821 Ref:ba55a3f5,emi
Investment in Mutual Fund Rs 12736 Ref:f5a46051,investment
Investment in NPS Rs 3746 Ref:13bee6d5,investment
Payment of Rs 30110 at Restaurant Ref:343905d6,food
Investment in NPS Rs 14576 Ref:84214f65,investment
Travel booking via Metro amount Rs 21497 Ref:ad97a001,travel
Education Loan EMI deducted Rs 3657 Ref:98dcde65,emi
Travel booking via IndiGo amount Rs 14465 Ref:83e966ec,travel
Payment of Rs 4450 at Zomato Ref:f6f8b3be,food
Payment of Rs 1434 at Zomato Ref:4ab729b1,food
Investment in PPF Rs 31277 Ref:fa23d472,investment
Investment in PPF Rs 45000 Ref:93606562,investment
Travel booking via SpiceJet amount Rs 27724 Ref:24f871bb,travel
Online purchase at Myntra Rs 7696 Ref:0bf1cd49,shopping
Payment of Rs 47052 at Dominos Ref:29075816,food
Education Loan EMI deducted Rs 46957 Ref:12dfad65,emi
Travel booking via Metro amount Rs 34112 Ref:761daf49,travel
Personal Loan EMI deducted Rs 20968 Ref:6636a9e3,emi
Education Loan EMI deducted Rs 44327 Ref:c248d93f,emi
Online purchase at Flipkart Rs 21730 Ref:be3fd4cc,shopping
Investment in Stocks Rs 47682 Ref:c9ed5253,investment
Payment of Rs 24581 at Cafe Coffee Day Ref:88bfcb9b,food
Payment of Rs 7014 at McDonalds Ref:4702ff83,food
Personal Loan EMI deducted Rs 35619 Ref:699a20d6,emi
Investment in NPS Rs 49922 Ref:50987e60,investment
Payment of Rs 15467 at Cafe Coffee Day Ref:9eca8446,food
Payment of Rs 21254 at Dominos Ref:79f153bf,food
Investment in NPS Rs 46011 Ref:13d39784,investment
Payment of Rs 40542 at Dominos Ref:34199e38,food
Home Loan EMI deducted Rs 11532 Ref:77370122,emi
Investment in SIP Rs 3674 Ref:e401bc80,investment
Education Loan EMI deducted Rs 6882 Ref:32edc93d,emi
Online purchase at DMart Rs 13295 Ref:b9dad004,shopping
Payment of Rs 8262 at Restaurant Ref:1bc9bb45,food
Online purchase at Myntra Rs 44270 Ref:842f7dd5,shopping
Online purchase at DMart Rs 179 Ref:1d2a0b7f,shopping
Payment of Rs 41515 at Restaurant Ref:fbb8cbba,food
Online purchase at Amazon Rs 25560 Ref:cca06b87,shopping
Investment in Fixed Deposit Rs 39267 Ref:5b6364f1,investment
Investment in Fixed Deposit Rs 43387 Ref:65c88e68,investment
Investment in Stocks Rs 1798 Ref:760b0f4b,investment
Education Loan EMI deducted Rs 42634 Ref:5b1c4cd6,emi
Investment in NPS Rs 14948 Ref:d7d04450,investment
Investment in SIP Rs 16212 Ref:8ac11e85,investment
Investment in PPF Rs 43743 Ref:adc990ea,investment
Online purchase at Croma Rs 47883 Ref:b6ab766f,shopping
Payment of Rs 38379 at McDonalds Ref:1dfe8af5,food
Payment of Rs 12466 at Swiggy Ref:5a2136d0,food
Home Loan EMI deducted Rs 34420 Ref:6008fd58,emi
Investment in Stocks Rs 9036 Ref:a691416d,investment
Investment in SIP Rs 2469 Ref:ad22e351,investment
Online purchase at Flipkart Rs 16468 Ref:24f8f22e,shopping
Investment in NPS Rs 46677 Ref:ac298f48,investment
Travel booking via Ola amount Rs 45227 Ref:5e16ecb2,travel
Travel booking via IRCTC amount Rs 25093 Ref:82699b63,travel
Travel booking via IndiGo amount Rs 30162 Ref:3cd8351d,travel
Travel booking via IRCTC amount Rs 29582 Ref:8571dbc3,travel
Investment in PPF Rs 33072 Ref:92a63e13,investment
Travel booking via IRCTC amount Rs 5899 Ref:4f62af37,travel
Travel booking via Metro amount Rs 45667 Ref:1d5b24bf,travel
Travel booking via IRCTC amount Rs 12397 Ref:771d703a,travel
Payment of Rs 34105 at Dominos Ref:a186dfab,food
Online purchase at Reliance Trends Rs 28906 Ref:eeeb2c7a,shopping
Travel booking via IndiGo amount Rs 7433 Ref:e84bb199,travel
Online purchase at Myntra Rs 44534 Ref:16b87e55,shopping
Investment in PPF Rs 12101 Ref:fd669cd8,investment
Travel booking via SpiceJet amount Rs 33581 Ref:821ef91e,travel
Investment in Fixed Deposit Rs 21162 Ref:8117b3a0,investment
Home Loan EMI deducted Rs 4481 Ref:727a237d,emi
Investment in PPF Rs 25140 Ref:4335477e,investment
Online purchase at Reliance Trends Rs 5187 Ref:92cd7a70,shopping
Travel booking via Metro amount Rs 30393 Ref:76940ce3,travel
Investment in Mutual Fund Rs 1623 Ref:4f440634,investment
Payment of Rs 41786 at Cafe Coffee Day Ref:cd30f312,food
Online purchase at Croma Rs 42187 Ref:ca9ab618,shopping
Online purchase at Croma Rs 37342 Ref:51845b2c,shopping
Payment of Rs 2593 at Swiggy Ref:0f5f4172,food
Online purchase at Amazon Rs 21281 Ref:449edf0a,shopping
Car Loan EMI deducted Rs 19110 Ref:473164f9,emi
Investment in PPF Rs 19024 Ref:0fec7d2e,investment
Online purchase at Flipkart Rs 31725 Ref:9a966b37,shopping
Online purchase at Amazon Rs 2572 Ref:9e571ff9,shopping
Investment in NPS Rs 35036 Ref:84430250,investment
Payment of Rs 2329 at Zomato Ref:d99b8345,food
Payment of Rs 30320 at Zomato Ref:e602d796,food
Car Loan EMI deducted Rs 39009 Ref:8eb7ccb3,emi
Travel booking via IRCTC amount Rs 13961 Ref:d35d7cf1,travel
Car Loan EMI deducted Rs 5028 Ref:564bff5b,emi
Payment of Rs 41231 at Restaurant Ref:11c38cd7,food
Car Loan EMI deducted Rs 10831 Ref:e3c1f71d,emi
Education Loan EMI deducted Rs 4635 Ref:57bf912c,emi
Travel booking via Uber amount Rs 384 Ref:45d01e32,travel
Investment in Mutual Fund Rs 16181 Ref:e56a5f31,investment
Investment in Fixed Deposit Rs 11170 Ref:2ee3a571,investment
Investment in Stocks Rs 13309 Ref:4990d017,investment
Online purchase at Croma Rs 19696 Ref:bfe4ff00,shopping
Personal Loan EMI deducted Rs 32967 Ref:33b51878,emi
Travel booking via Ola amount Rs 33804 Ref:fefcb590,travel
Investment in PPF Rs 1956 Ref:311d8cec,investment
Online purchase at Croma Rs 48415 Ref:f2e280fa,shopping
Payment of Rs 46301 at Restaurant Ref:a294fa1f,food
Payment of Rs 6957 at Swiggy Ref:b88eac3e,food
Online purchase at Flipkart Rs 16154 Ref:19c3a414,shopping
Home Loan EMI deducted Rs 21561 Ref:92e20b0e,emi
Personal Loan EMI deducted Rs 30817 Ref:96a0461d,emi
Payment of Rs 40908 at McDonalds Ref:2f823431,food
Investment in SIP Rs 35294 Ref:eedbb9d5,investment
Online purchase at Flipkart Rs 26316 Ref:65cf3ce4,shopping
Car Loan EMI deducted Rs 5631 Ref:f6053c05,emi
Investment in PPF Rs 42864 Ref:93119089,investment
Investment in PPF Rs 9326 Ref:e3438cb4,investment
Education Loan EMI deducted Rs 438 Ref:f3052fe0,emi
Personal Loan EMI deducted Rs 35156 Ref:5737a47a,emi
Payment of Rs 41997 at Swiggy Ref:1ffbeba5,food
Travel booking via IRCTC amount Rs 12760 Ref:72af3dd8,travel
Education Loan EMI deducted Rs 32895 Ref:8755c689,emi
Travel booking via Ola amount Rs 16673 Ref:24061bef,travel
Online purchase at DMart Rs 29223 Ref:71c4c8c6,shopping
Personal Loan EMI deducted Rs 48492 Ref:41ec10ea,emi
Investment in NPS Rs 46375 Ref:f49e4182,investment
Payment of Rs 24782 at Zomato Ref:ec1638c1,food
Travel booking via IRCTC amount Rs 22752 Ref:6b32bb56,travel
Online purchase at Amazon Rs 15647 Ref:867350c0,shopping
Car Loan EMI deducted Rs 17035 Ref:737b27aa,emi
Online purchase at DMart Rs 8008 Ref:230f2771,shopping
Payment of Rs 31267 at Dominos Ref:3c4089db,food
Online purchase at Amazon Rs 45090 Ref:799d5794,shopping
Travel booking via IRCTC amount Rs 45440 Ref:19eb3c41,travel
Travel booking via Metro amount Rs 3521 Ref:9b83fcce,travel
Investment in Fixed Deposit Rs 34518 Ref:9867718a,investment
Education Loan EMI deducted Rs 43190 Ref:472c15a9,emi
Investment in NPS Rs 27101 Ref:386948ce,investment
Investment in Fixed Deposit Rs 22851 Ref:4eb48fca,investment
Payment of Rs 49997 at Cafe Coffee Day Ref:b8a1a980,food
Travel booking via SpiceJet amount Rs 35822 Ref:3385084b,travel
Online purchase at Amazon Rs 2333 Ref:1b895b12,shopping
Online purchase at Flipkart Rs 47884 Ref:0f35bf9f,shopping
Payment of Rs 39268 at Zomato Ref:949a888a,food
Investment in PPF Rs 25968 Ref:6d8e85b7,investment
Investment in NPS Rs 37086 Ref:898145b1,investment
Online purchase at Croma Rs 30521 Ref:4b4da6d9,shopping
Payment of Rs 4976 at Cafe Coffee Day Ref:46858036,food
Investment in NPS Rs 21114 Ref:b8b52c7f,investment
Investment in Fixed Deposit Rs 9328 Ref:c5f96846,investment
Investment in SIP Rs 27590 Ref:6af2cdb0,investment
Personal Loan EMI deducted Rs 7764 Ref:3d01f421,emi
Payment of Rs 27414 at McDonalds Ref:13bd3a5e,food
Online purchase at Myntra Rs 37802 Ref:69fd57e1,shopping
Investment in PPF Rs 36641 Ref:c5867493,investment
Payment of Rs 38356 at Swiggy Ref:6ed4baf2,food
Home Loan EMI deducted Rs 23160 Ref:862b79d1,emi
Online purchase at DMart Rs 24369 Ref:b61057ce,shopping
Investment in Stocks Rs 43736 Ref:f829c925,investment
Car Loan EMI deducted Rs 20897 Ref:86cd0417,emi
Travel booking via IndiGo amount Rs 29572 Ref:de9c8cfb,travel
Personal Loan EMI deducted Rs 16686 Ref:0b843729,emi
Education Loan EMI deducted Rs 8638 Ref:89ee94cd,emi
Travel booking via IRCTC amount Rs 31303 Ref:056085eb,travel
Education Loan EMI deducted Rs 42553 Ref:b9c229e9,emi
Car Loan EMI deducted Rs 30004 Ref:00461060,emi
Travel booking via Ola amount Rs 29705 Ref:4357a3f0,travel
Investment in Fixed Deposit Rs 20420 Ref:9c49ba0d,investment
Travel booking via SpiceJet amount Rs 46817 Ref:2ff4e7ea,travel
Investment in PPF Rs 9196 Ref:306f331c,investment
Travel booking via SpiceJet amount Rs 10518 Ref:0bcdef72,travel
Home Loan EMI deducted Rs 31734 Ref:ecf68d7c,emi
Payment of Rs 49937 at Swiggy Ref:8bf3eb9c,food
Home Loan EMI deducted Rs 31187 Ref:b3154a4d,emi
Online purchase at Reliance Trends Rs 36143 Ref:70ba61d2,shopping
Education Loan EMI deducted Rs 6356 Ref:136f3ee0,emi
Travel booking via Metro amount Rs 26254 Ref:43a7a904,travel
Travel booking via IRCTC amount Rs 15189 Ref:1573084a,travel
Travel booking via SpiceJet amount Rs 15886 Ref:c21b40ba,travel
Online purchase at DMart Rs 41968 Ref:963b8918,shopping
Online purchase at Amazon Rs 4411 Ref:350440ba,shopping
Home Loan EMI deducted Rs 31048 Ref:0e0aceec,emi
Payment of Rs 460 at Zomato Ref:823d34b8,food
Travel booking via Uber amount Rs 38109 Ref:785c3d5a,travel
Travel booking via IndiGo amount Rs 46406 Ref:fb71f64a,travel
Car Loan EMI deducted Rs 48814 Ref:bb015228,emi
Payment of Rs 1427 at Swiggy Ref:12937099,food
Car Loan EMI deducted Rs 22081 Ref:e516ec1a,emi
Travel booking via IRCTC amount Rs 22442 Ref:ab911e92,travel
Online purchase at Flipkart Rs 10853 Ref:4ee743ce,shopping
Online purchase at Myntra Rs 12715 Ref:529e29cb,shopping
Travel booking via SpiceJet amount Rs 43616 Ref:47dcf8e2,travel
Travel booking via Metro amount Rs 29995 Ref:2b456e05,travel
Online purchase at Reliance Trends Rs 38993 Ref:39f5eab6,shopping
Travel booking via Ola amount Rs 11575 Ref:206a4d36,travel
Travel booking via SpiceJet amount Rs 38481 Ref:13062e0f,travel
Online purchase at Flipkart Rs 1097 Ref:8073066e,shopping
Car Loan EMI deducted Rs 10036 Ref:49aa7b96,emi
Car Loan EMI deducted Rs 14032 Ref:35789d63,emi
Home Loan EMI deducted Rs 2610 Ref:be8fafed,emi
Online purchase at Croma Rs 22267 Ref:ac420a95,shopping
Personal Loan EMI deducted Rs 8443 Ref:9d291dc2,emi
Travel booking via IndiGo amount Rs 40839 Ref:42caa94b,travel
Travel booking via IRCTC amount Rs 40999 Ref:ac72e4c7,travel
Payment of Rs 13279 at Swiggy Ref:137a03c7,food
Travel booking via SpiceJet amount Rs 36236 Ref:9169a6cc,travel
Payment of Rs 35273 at Swiggy Ref:7e981203,food
Investment in Stocks Rs 29124 Ref:cec9d6bd,investment
Investment in Mutual Fund Rs 11131 Ref:0c5e536a,investment
Home Loan EMI deducted Rs 11288 Ref:1b11c139,emi
Travel booking via IRCTC amount Rs 14685 Ref:b0d58642,travel
Online purchase at Myntra Rs 9264 Ref:56fa0487,shopping
Payment of Rs 36155 at Dominos Ref:43bc7775,food
Payment of Rs 25559 at Zomato Ref:01c540db,food
Online purchase at Amazon Rs 37773 Ref:614eee3e,shopping
Payment of Rs 31855 at Cafe Coffee Day Ref:b247b138,food
Education Loan EMI deducted Rs 6030 Ref:0066f45f,emi
Investment in Stocks Rs 25085 Ref:55f71cdb,investment
Education Loan EMI deducted Rs 990 Ref:71d28c2e,emi
Payment of Rs 19760 at Zomato Ref:b70ecb88,food
Home Loan EMI deducted Rs 13761 Ref:c02c5dc4,emi
Personal Loan EMI deducted Rs 8583 Ref:ec1d772f,emi
Education Loan EMI deducted Rs 24942 Ref:5096ce8a,emi
Investment in Stocks Rs 31327 Ref:17cb9b72,investment
Investment in SIP Rs 46800 Ref:a8700f65,investment
Travel booking via Ola amount Rs 22451 Ref:2abf4da7,travel
Personal Loan EMI deducted Rs 22089 Ref:6749a22f,emi
Payment of Rs 25335 at Swiggy Ref:1ed580e9,food
Car Loan EMI deducted Rs 34819 Ref:fcfbb050,emi
Travel booking via IndiGo amount Rs 14451 Ref:b909479c,travel
Travel booking via IndiGo amount Rs 45727 Ref:b7edbc80,travel
Personal Loan EMI deducted Rs 38139 Ref:a6bf1883,emi
Payment of Rs 42942 at Swiggy Ref:c0eddd13,food
Travel booking via Ola amount Rs 38082 Ref:47549791,travel
Online purchase at Reliance Trends Rs 16486 Ref:2d34f9de,shopping
Home Loan EMI deducted Rs 12163 Ref:ecd092d4,emi
Online purchase at Croma Rs 29426 Ref:a08f666b,shopping
Payment of Rs 5526 at McDonalds Ref:c1383072,food
Payment of Rs 18770 at Swiggy Ref:9a8e82a9,food
Car Loan EMI deducted Rs 4025 Ref:4be9adca,emi
Online purchase at Croma Rs 49172 Ref:48c05809,shopping
Investment in Mutual Fund Rs 38697 Ref:641cd646,investment
Investment in Fixed Deposit Rs 31177 Ref:c8724b96,investment
Payment of Rs 6756 at McDonalds Ref:e189ca5f,food
Education Loan EMI deducted Rs 41466 Ref:cffa0713,emi
Home Loan EMI deducted Rs 7542 Ref:2dd3f079,emi
Travel booking via Uber amount Rs 6369 Ref:53da90bb,travel
Travel booking via IndiGo amount Rs 653 Ref:a6a7f6ac,travel
Payment of Rs 9948 at McDonalds Ref:66a97d6c,food
Online purchase at Flipkart Rs 27796 Ref:34c75c8e,shopping
Travel booking via IRCTC amount Rs 44102 Ref:d659985b,travel
Personal Loan EMI deducted Rs 14500 Ref:0edbc9be,emi
Travel booking via IRCTC amount Rs 24019 Ref:4a7f449d,travel
Investment in Stocks Rs 6712 Ref:c2270600,investment
Online purchase at Myntra Rs 13391 Ref:a436e8df,shopping
Education Loan EMI deducted Rs 2067 Ref:ac4439cf,emi
Travel booking via Uber amount Rs 26120 Ref:1b262658,travel
Payment of Rs 40335 at Swiggy Ref:06ff3830,food
Investment in Stocks Rs 42319 Ref:8727882f,investment
Travel booking via Metro amount Rs 4182 Ref:5aefb611,travel
Payment of Rs 37173 at Zomato Ref:964366a1,food
Online purchase at Amazon Rs 8858 Ref:63cf0bf9,shopping
Payment of Rs 44229 at Dominos Ref:e8deeabc,food
Payment of Rs 21317 at McDonalds Ref:03bc4219,food
Payment of Rs 3569 at Dominos Ref:2da96742,food
Travel booking via Metro amount Rs 4987 Ref:4f71ca12,travel
Travel booking via Metro amount Rs 20014 Ref:b4a925fe,travel
Investment in Mutual Fund Rs 24299 Ref:a94aa469,investment
Payment of Rs 48508 at Dominos Ref:b9719f51,food
Payment of Rs 28538 at Swiggy Ref:7a937b09,food
Payment of Rs 4175 at Cafe Coffee Day Ref:7522e8e3,food
Payment of Rs 28727 at Swiggy Ref:20275669,food
Personal Loan EMI deducted Rs 42439 Ref:235b4dc7,emi
Travel booking via Ola amount Rs 49986 Ref:ce26aa14,travel
Travel booking via IRCTC amount Rs 15226 Ref:2d8d91a0,travel
Online purchase at Croma Rs 28208 Ref:820c1a4d,shopping
Car Loan EMI deducted Rs 11125 Ref:1706e71f,emi
Travel booking via IRCTC amount Rs 9107 Ref:be89b98a,travel
Payment of Rs 47598 at Dominos Ref:da58e73b,food
Home Loan EMI deducted Rs 23077 Ref:75007fe6,emi
Payment of Rs 5005 at Swiggy Ref:c9d9be69,food
Payment of Rs 21155 at Restaurant Ref:2efb097f,food
Payment of Rs 41876 at Restaurant Ref:488837ab,food
Online purchase at Myntra Rs 49672 Ref:2d93cc37,shopping
Education Loan EMI deducted Rs 1878 Ref:c60f842c,emi
Online purchase at Myntra Rs 39916 Ref:5b8906fb,shopping
Investment in Stocks Rs 39914 Ref:d386bc97,investment
Online purchase at Amazon Rs 1648 Ref:c91e49bb,shopping
